song_id,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,acousticness,key,liveness,mode,time_signature,valence,outcome
3Wb4T8OJg4obJNBMUYgfPm,197953,FALSE,1IELhvOMg5VQlU7syRm6CS,2,0.721777,0.827163,-6.501,0.0659,121.896,0.084385,1,0.065405,0,4,0.326754,0
0t6VDQI1X5KtfO0X3mcPlj,272956,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.567072,0.736229,-6.387,0.041555,173.959,0.073491,8,0.138718,1,4,0.182233,0
4edhXXY2a6cqLA16IXGz9V,258037,FALSE,06EfEcjc0vdvI6VNL0soIO,1,0.283111,0.73991,-8.982,0.067385,122.558,0.02164,0,0.115823,0,4,0.074099,0
73htmdTpGdBPAhHdpEblRU,206786,FALSE,6yTYR09WCvsgdnurDW4WQo,4,0.667693,0.870946,-5.82,0.05342,127.97,0.102591,10,0.114079,0,4,0.841532,0
0DFamsMKz79hP0V13t6HSb,204414,FALSE,6iClQdT3zvN5ejsyNhsL0U,1,0.643629,0.845104,-5.147,0.074162,127.763,0.00046,4,0.083488,0,4,0.6344,0
4MutGO46F4aKOEjrS5UUkM,242146,FALSE,5EUdiv20t58GCS09VMKk7M,1,0.664301,0.711817,-4.847,0.034295,111.976,0.392686,1,0.078921,0,4,0.226843,0
0U7Hho5psdKZwyC8HMHxfq,324733,TRUE,34EP7KEpOjXcM2TCat1ISk,1,0.483918,0.91334,-4.631,0.443675,92.715,0.332922,4,0.58865,0,4,0.640445,0
0FivEyKhQdWelC3OEuWWJS,191013,FALSE,1HrQTLYfhM5innP6NioTQd,1,0.60018,0.623309,-6.483,0.056642,74.446,0.033879,1,0.099747,1,4,0.665005,0
44WG43lprS0ZO3zQEBBOEc,273250,TRUE,2lrtGWxNXWjd0JzDLKXubI,4,0.526717,0.749741,-6.247,0.300048,89.106,0.051355,1,0.170466,1,4,0.152643,0
5AHv0V3AtBRxuf4ujAJytk,234773,FALSE,7If8DXZN7mlGdQkLE2FaMo,1,0.371412,0.339572,-11.698,0.039424,92.264,0.741628,2,0.132118,1,5,0.266563,0
5E0gsHgrsCwG4FxTit0ltJ,220866,FALSE,2jSGzJw0ebJLu7OLVSOcBP,1,0.859712,0.829394,-4.837,0.119616,88.006,0.228319,4,0.060784,0,4,0.518497,0
5RysAwRCRRV1hXk6DqsOPv,216668,FALSE,1qM7ddO1J0S7eGGnuVmEXn,1,0.602105,0.767283,-4.32,0.045997,128.021,0.066184,0,0.278504,0,4,0.453864,0
467EtYDw801TKMxMtGCsFO,210343,FALSE,3MHaV05u0io8fQbZ2XPtlC,2,0.815517,0.415413,-6.307,0.055931,100.022,0.003908,1,0.139286,1,4,0.313163,0
4dKJg62KQiEc17sFjHhgVr,202400,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,2,0.678251,0.931417,-3.104,0.056471,128.961,0.017073,0,0.319882,1,4,0.508553,0
3CXbjxAXVGxaqPku5LBCWj,183643,FALSE,20VnwoRNCNqGCRSrIwpNiU,1,0.723538,0.734819,-6.25,0.285939,127.921,0.105409,1,0.362942,1,4,0.554463,0
6H8jEg2Rn2Dr2Tb0b8Ndw0,243053,TRUE,6deZN1bslXzeGvOLaLMOIF,1,0.524144,0.966071,-3.335,0.043908,161.865,9.50E-05,2,0.089249,1,4,0.718426,0
5g6QMEXgFeqJpVbhs4Z7Az,233232,FALSE,6TQj5BFPooTa08A7pk8AQ1,3,0.435398,0.760084,-4.912,0.038634,127.911,0.008165,11,0.123139,0,4,0.194082,0
27Xlqkl3rtEzAOaN4VM7zd,202306,FALSE,5xKp3UyavIBUsGy3DQdXeF,1,0.764083,0.810855,-5.786,0.035738,132.983,0.263189,1,0.086638,1,4,0.900052,0
4amU151BcUJ8ZCtogTmPb3,241333,FALSE,21egYD1eInY6bGFcniCRT1,1,0.335319,0.231437,-7.517,0.030087,149.342,0.803401,0,0.100977,1,3,0.205045,0
6zqTVsSFsxwXlVIZDTcWUc,225120,TRUE,5jXlKEXCqcJ7eHKJrFCFl9,2,0.648278,0.777765,-4.137,0.029361,127.995,0.000742,7,0.099205,0,4,0.318357,0
546jptkBtmJ076SnwEg3fn,200946,TRUE,0fA0VVWsXO9YnASrzqfmYu,1,0.74943,0.673152,-7.832,0.140897,140.059,0.451211,6,0.574402,0,4,0.708337,0
0WZVGXO8FYpK8v1IDxlOyE,313124,FALSE,4gzpq5DPGxSnKTe4SA8HAU,1,0.650149,0.562264,-6.625,0.031235,128.009,0.002046,3,0.107272,0,4,0.115643,0
2cjXVAnbyKcddqr7IgpGWH,205026,FALSE,1Zz6NBe8UIZjm88TvehFtx,1,0.772115,0.768866,-6.387,0.137089,114.984,0.017315,11,0.049997,1,4,0.630832,0
7E8INxHvLDcUsGtQ8YS36r,203842,TRUE,14vNE9iqS5eGAL6OogiN8g,1,0.541354,0.660357,-4.126,0.070638,107.763,0.118179,3,0.365777,1,4,0.194618,0
21tQ61tNj6qbXbDwmSIPt9,223053,TRUE,13ubrt8QOOCPljQ2FL1Kca,2,0.912998,0.719924,-4.427,0.179408,114.942,0.089297,0,0.121171,1,4,0.156733,0
51tUT1gHE30GQPhn1agudM,251986,FALSE,4zxvC7CRGvggq9EWXOpwAo,1,0.853152,0.612846,-6.335,0.058639,122.986,0.073235,7,0.069286,0,4,0.178874,0
3Lfw1wlVtPbvRFeUaiILkY,233146,TRUE,55Aa2cqylxrFIXC767Z865,2,0.655867,0.86172,-4.579,0.158724,95.073,0.011223,1,0.477197,0,4,0.635593,0
015IsLQFXbEm0f541N2qoX,262200,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,1,0.655846,0.818823,-4.792,0.038575,124.999,0.000708,10,0.23388,1,4,0.526468,0
45WndcPa0crrZ98d6aPME0,201010,TRUE,5IcR3N7QB1j6KBL8eImZ8m,2,0.453853,0.85355,-5.359,0.182567,127.891,0.016133,2,0.593583,1,4,0.190229,0
5j9iuo3tMmQIfnEEQOOjxh,194240,FALSE,0MlOPi3zIDMVrfA9R04Fe3,1,0.664456,0.726447,-7.54,0.031923,100.014,0.021167,2,0.093231,1,4,0.443838,0
4rfVYs5L7dCS5a3icH2brY,200624,FALSE,3mcmXmpjr301UeCF2CRZLu,2,0.470276,0.927824,-3.793,0.035268,192.01,0.007805,5,0.294509,0,3,0.549469,0
6phKkVuSzTNEriX3uciCb5,232786,TRUE,0NIIxcxNHmOoyBx03SfTCD,2,0.457984,0.442041,-10.42,0.124651,122.394,0.286646,6,0.134865,0,5,0.102084,0
6EF9SuEEFvCrVyV98enq5v,232586,FALSE,66CXWjxzNUsdJxJ2JdwvnR,1,0.441199,0.326403,-5.901,0.027245,77.94,0.711515,9,0.084565,1,4,0.149852,0
62ke5zFUJN6RvtXZgVH0F8,232893,FALSE,4fwuXg6XQHfdlOdmw36OHa,1,0.567017,0.884904,-4.519,0.09535,91.017,0.077852,8,0.495003,1,4,0.306338,0
64LJIgigkKPqqgnSO4bPR3,318493,FALSE,2FXC3k01G6Gw61bmprjgqS,2,0.464625,0.268723,-12.14,0.031135,131.391,0.790665,0,0.138778,1,3,0.190503,0
1W3AIFwnsDJBXtktxILhC0,222329,FALSE,2wY79sveU1sp5g7SokKOiI,2,0.716748,0.498574,-7.123,0.047795,81.995,0.498592,5,0.070956,1,4,0.550534,0
2CAK2t1reUgPK6OMgAMURB,190013,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,2,0.64188,0.741291,-8.165,0.036518,111.975,0.001899,2,0.172351,1,4,0.357454,0
6El4guLHqCd3PG9X9yJRSz,201647,FALSE,5PjekOABtfU2Kwo0AHVmci,1,0.639741,0.911138,-2.49,0.030952,126.053,0.00068,1,0.23617,0,4,0.489286,0
6swBtLlqbXVbtVFeHZnI5X,203080,FALSE,00FQb4jTyendYWaN8pK0wa,1,0.281401,0.333472,-14.24,0.036895,118.866,0.656064,5,0.103388,1,3,0.190596,0
1jRHh8JcdUV9zTiAmyzhU9,261543,FALSE,4HzKw8XcD0piJmDrrPRCYk,1,0.56734,0.44258,-11.359,0.059691,133.642,0.044532,8,0.082824,1,4,0.387759,0
0I6p2wBkz42f7ykmI8RKaS,285150,FALSE,3o8QoDLsHa5l5g2WQthUQX,1,0.668287,0.918885,-5.671,0.038333,128.023,0.004155,4,0.093341,0,4,0.341298,0
4b30rxe4kxjNl8YpE17Sew,245466,FALSE,3AQRLZ9PuTAozP28Skbq8V,1,0.387505,0.836293,-3.548,0.035764,180.073,0.002419,9,0.069878,1,4,0.341704,0
0fvafkeEoF6Y9gGLK3Wnu3,181989,FALSE,1TGdxJ3UvFq055SVjwx49v,1,0.33469,0.536513,-6.791,0.028864,81.377,0.076563,2,0.113238,0,4,0.199365,0
2RK1IiAjWdl6VQYsCKf3k9,272453,TRUE,5IcR3N7QB1j6KBL8eImZ8m,1,0.649034,0.830638,-7.212,0.156381,124.029,0.372816,2,0.133487,0,4,0.160032,0
6CiZFgpDbKfkot1pAgczdp,255466,TRUE,0hCNtLu0JehylgoiP8L4Gh,2,0.558826,0.448082,-10.41,0.197293,119.842,0.163884,1,0.282091,1,4,0.377944,0
0FDzzruyVECATHXKHFs9eJ,268466,FALSE,4gzpq5DPGxSnKTe4SA8HAU,1,0.542656,0.565531,-9.055,0.027773,125.005,0.006731,6,0.324231,1,4,0.191082,0
47EMbBZPg4OBe6m1fijQzj,283705,FALSE,6nS5roXSAGhTGr34W6n7Et,1,0.864767,0.724117,-7.39,0.249658,124.001,0.010679,7,0.286988,1,4,0.643325,0
1jH0OiLvqyyhUOEUu61XPI,428520,FALSE,7jy3rLJdDQY21OgRLCZ9sD,1,0.200825,0.623852,-5.59,0.032842,165.937,0.001961,4,0.22813,1,4,0.129091,0
5hRtcfljrPHKNIwI2tmTzN,182133,FALSE,5PjekOABtfU2Kwo0AHVmci,1,0.681575,0.846016,-2.34,0.030942,130.077,0.003121,4,0.161243,1,4,0.772867,0
4UIRJayTEkfmBr6RT2NKlb,185080,FALSE,5PldDs8KtXMy0KZ6due44x,1,0.811068,0.711445,-4.874,0.105156,105.986,0.004902,2,0.323254,1,4,0.75794,0
6Vc5wAMmXdKIAM7WUoEb7N,229400,FALSE,5xKp3UyavIBUsGy3DQdXeF,2,0.518834,0.156305,-7.543,0.035548,139.997,0.873707,2,0.084342,1,3,0.14883,0
1LzUePK6959M55BQiOFw9g,163861,FALSE,1Xylc3o4UrD53lo9CvFvVg,1,0.691061,0.685867,-3.279,0.078363,125.083,0.572984,6,0.404864,0,4,0.838206,0
0xCA70t1ZA4fa9UOE0lIJm,244573,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.697427,0.377256,-7.755,0.039657,138.754,0.555831,3,0.099879,1,4,0.37437,0
5BIMB67xASWCpxK15rzVnX,288395,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,1,0.763418,0.728383,-8.393,0.038361,119.99,0.000395,2,0.02714,1,4,0.177298,0
1A2UmLDZzDmpdzUjEkCc3z,266533,TRUE,31TPClRtHm23RisEBtV3X7,1,0.386313,0.716044,-6.298,0.123555,85.148,0.328021,2,0.344446,1,4,0.490464,0
2PEmBHSJO6jewBOFmUpbdE,242546,FALSE,6cYpGRwsphKMAdkYw2KuXS,2,0.602826,0.944279,-4.947,0.054773,130.005,0.022319,1,0.36587,1,4,0.834488,0
6HFbq7cewJ7rPiffV0ciil,268466,FALSE,4gzpq5DPGxSnKTe4SA8HAU,1,0.542656,0.565531,-9.055,0.027773,125.005,0.006731,6,0.324231,1,4,0.191082,0
3pF1vsGZViOGidoMfUvElA,223147,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,2,0.520347,0.92688,-3.846,0.106575,127.972,0.005785,0,0.255891,1,3,0.436845,0
1dD1aarWotVIiFo5gGdMc2,158320,FALSE,4AK6F7OLvEQ5QYCBNiQWHq,1,0.554394,0.334933,-5.513,0.028096,133.709,0.618234,5,0.092676,1,4,0.275723,0
0IjQeHaDwRljTnROP955YG,190373,FALSE,5WUlDfRSoLAfcVSX1WnrxN,1,0.491112,0.966683,-4.859,0.286596,100.529,0.002086,5,0.145993,0,4,0.490316,0
6rKfnpSyHhdVrukCPZT3hK,182374,FALSE,1wvqnNcuPa2TpcFvfh3co5,1,0.471826,0.170267,-16.424,0.02784,84.299,0.889772,0,0.135147,1,4,0.338504,0
52cRLiiZBhRGvzQvQgbFcT,197831,FALSE,3tLYpanVDomWAZqF82NPds,1,0.7976,0.726266,-5.107,0.071347,128.001,0.000989,2,0.07218,1,4,0.329005,0
4oh4LNSZDU1O9G4BfgDUsN,187840,FALSE,2P87oRX5tCFl1PYQRbPCPD,2,0.64392,0.68443,-4.213,0.201141,82.184,0.382965,1,0.094518,1,4,0.497225,0
