duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,acousticness,key,liveness,mode,time_signature,valence,outcome
193106,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.773113,0.807448,-5.056,0.056631,113.067,0.024914,1,0.086343,1,4,0.850315,?
192026,FALSE,3NPpFNZtSTHheNBaWC82rB,1,0.570708,0.77973,-5.769,0.09075,116.998,0.114385,0,0.189131,1,4,0.347037,?
314280,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.551988,0.63698,-6.568,0.044478,97.97,0.464339,5,0.135917,1,4,0.33262,?
225013,TRUE,7bXgB6jMjp9ATFy66eO08Z,1,0.646211,0.91213,-5.335,0.11042,104.982,0.007155,10,0.075726,0,4,0.312544,?
228533,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.582001,0.321622,-8.958,0.028141,129.769,0.75965,2,0.119387,1,3,0.284962,?
222386,TRUE,7bXgB6jMjp9ATFy66eO08Z,1,0.550733,0.588173,-7.678,0.128323,144.833,0.008027,9,0.093884,0,4,0.5584,?
189640,TRUE,7bXgB6jMjp9ATFy66eO08Z,2,0.881773,0.612888,-6.691,0.047598,104.957,0.000433,1,0.074421,1,4,0.451553,?
250426,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.763016,0.721694,-7.083,0.158454,87.476,0.590591,11,0.083432,0,4,0.618513,?
260733,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.555831,0.725831,-5.938,0.09151,147.933,0.086,11,0.106462,0,4,0.290949,?
260733,TRUE,7bXgB6jMjp9ATFy66eO08Z,1,0.555831,0.725831,-5.938,0.09151,147.933,0.086,11,0.106462,0,4,0.290949,?
76053,TRUE,7bXgB6jMjp9ATFy66eO08Z,1,0.645079,0.437847,-7.5,0.055787,110.127,0.032461,8,0.267645,0,4,0.321313,?
222413,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.482149,0.628855,-6.428,0.038747,122.568,0.252084,1,0.094398,1,4,0.229066,?
215014,FALSE,2vUCVkeZjzDcaoX4gagHdV,1,0.690318,0.845304,-3.585,0.044971,127.995,0.05537,9,0.177441,0,4,0.518927,?
228066,TRUE,7bXgB6jMjp9ATFy66eO08Z,2,0.530579,0.576801,-5.901,0.13485,185.53,0.097117,1,0.15662,0,4,0.1938,?
241346,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.529837,0.345548,-10.497,0.037566,121.876,0.697137,8,0.105355,1,4,0.361994,?
231226,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.618836,0.627119,-5.926,0.028403,125.845,0.010377,6,0.093048,0,4,0.409031,?
244133,TRUE,7bXgB6jMjp9ATFy66eO08Z,3,0.711038,0.675162,-4.3,0.032232,141.931,0.024912,1,0.079675,1,4,0.374553,?
237290,FALSE,2KjAo6wVc9d2WcxdxSArpV,1,0.392421,0.102323,-16.28,0.041227,86.442,0.914673,3,0.163994,0,4,0.073833,?
227506,TRUE,7bXgB6jMjp9ATFy66eO08Z,2,0.574418,0.469495,-5.609,0.047541,69.578,0.209845,10,0.265589,0,4,0.380006,?
264946,TRUE,7bXgB6jMjp9ATFy66eO08Z,3,0.838916,0.537942,-5.382,0.053288,98.972,0.085617,10,0.217328,0,4,0.605923,?
174880,FALSE,4Nx36PEzJoS5uSPoYZ7E5B,1,0.527647,0.895207,-4.578,0.054036,132.054,0.194514,2,0.151913,1,4,0.630581,?
77573,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.286527,0.396082,-6.249,0.037612,71.714,0.863553,9,0.111398,1,3,0.201823,?
205133,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.768533,0.44827,-7.233,0.036364,95.041,0.027901,8,0.153945,0,4,0.922722,?
190226,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.759005,0.766283,-5.382,0.033809,107.032,0.357669,2,0.343641,1,4,0.761567,?
252760,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.464426,0.320937,-11.12,0.041776,93.528,0.876714,2,0.078941,1,4,0.307368,?
294948,TRUE,1fd3fmwlhrDl2U5wbbPQYN,2,0.615584,0.796917,-6.245,0.096306,174.078,0.001405,7,0.246894,1,4,0.6461,?
258986,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.614028,0.378566,-10.48,0.047557,107.989,0.606783,4,0.098609,1,4,0.197987,?
180062,FALSE,5fzHYHRUtWx4O1I4UnjMeq,1,0.758914,0.778574,-6.985,0.150689,127.969,0.007741,10,0.095336,1,4,0.455977,?
268813,TRUE,7bXgB6jMjp9ATFy66eO08Z,2,0.570926,0.597549,-7.987,0.292332,145.264,0.339952,1,0.14571,1,4,0.4395,?
205250,FALSE,0XDfNJsQy7B3q0GfsMHSkp,1,0.577008,0.748508,-5.965,0.268171,95.976,0.169742,6,0.243247,1,4,0.438021,?
229565,FALSE,2x7EATekOPhFGRx3syMGEC,2,0.796865,0.671314,-12.803,0.072717,115.055,0.034006,5,0.244865,0,4,0.762937,?
225533,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.760397,0.666457,-7.229,0.169795,91.95,0.191611,6,0.334295,0,4,0.789375,?
219840,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.805062,0.553462,-8.498,0.061271,95.044,0.01076,1,0.327129,1,4,0.853958,?
208400,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.706688,0.616174,-6.38,0.220551,114.067,0.327495,5,0.326978,1,4,0.89724,?
228640,TRUE,7bXgB6jMjp9ATFy66eO08Z,2,0.693512,0.716488,-4.741,0.056342,122.015,0.060252,9,0.279272,0,4,0.748401,?
237973,FALSE,7bXgB6jMjp9ATFy66eO08Z,2,0.4583,0.613785,-6.507,0.095938,131.947,0.028749,5,0.326644,0,4,0.585726,?
235382,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.793175,0.668626,-4.456,0.046539,120.008,0.295133,8,0.09454,0,4,0.935289,?
281560,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.780443,0.44184,-6.082,0.02972,79.001,0.484309,2,0.175583,1,4,0.5696,?
213280,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.658775,0.693163,-5.55,0.052351,103.881,0.026998,8,0.104814,0,4,0.555844,?
201986,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.682227,0.789214,-5.47,0.067891,117.975,0.250216,9,0.076589,0,4,0.399916,?
229826,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.707295,0.585184,-7.81,0.049202,94.029,0.024214,10,0.109208,0,4,0.777969,?
228400,TRUE,7bXgB6jMjp9ATFy66eO08Z,2,0.7519,0.638461,-5.043,0.080993,97.981,0.021861,8,0.080183,1,4,0.492406,?
281840,FALSE,4M84umUNRbZy1mJleyyRM9,2,0.724345,0.504387,-9.461,0.064345,124.014,0.09625,1,0.136288,1,4,0.038591,?
215236,FALSE,1dESlaX934TFfFpep0Ucwy,2,0.484291,0.834295,-4.975,0.067612,140.036,0.024465,8,0.318278,0,4,0.792653,?
262760,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.584839,0.640931,-6.536,0.032231,113.411,0.001946,10,0.240873,1,5,0.38151,?
295746,FALSE,3E6xrwgnVfYCrCs0ePERDz,1,0.676424,0.921115,-1.816,0.063005,128.01,0.041837,0,0.254504,1,4,0.36389,?
323294,FALSE,6e6VucoDJD6bmJPlnO7AkN,1,0.680656,0.877694,-5.969,0.093943,121.966,0.007298,9,0.379288,0,4,0.762281,?
261146,FALSE,0LnHdW6HMPoOlNdhG3DHjE,1,0.729369,0.834715,-4.856,0.084511,143.971,0.112923,5,0.194645,0,4,0.85917,?
249704,FALSE,3E9oOu3tk9Um7agPxu0WfA,2,0.750035,0.917106,-6.171,0.131309,102.001,0.407097,0,0.115748,1,4,0.68004,?
217240,FALSE,0LnHdW6HMPoOlNdhG3DHjE,1,0.541908,0.920695,-1.05,0.123033,127.918,0.278436,0,0.105303,0,4,0.542962,?
222511,FALSE,1Szp0cnLcoq8ombQRztd1i,1,0.721321,0.961205,-5.329,0.151641,102.094,0.269913,3,0.093798,0,4,0.691384,?
230400,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.588315,0.896061,-4.454,0.050854,128.034,0.011752,5,0.521655,1,4,0.486772,?
354424,FALSE,0P2q6xyNc2hVFkG3ThjYcJ,1,0.335182,0.520427,-8.845,0.039618,119.856,0.11374,8,0.088239,0,4,0.285239,?
195395,FALSE,6uOgBVYHvqTGAQ5iVHDVT7,1,0.40025,0.824078,-6,0.295193,183.751,0.479352,0,0.113581,0,4,0.36796,?
271203,FALSE,4GQ9FDU9wP2jMnyeupdUOH,1,0.786928,0.680509,-5.725,0.070661,124.975,0.014218,8,0.051306,1,4,0.839495,?
201822,FALSE,2ICNmOpDVpRdVAuvZlBWFy,1,0.785629,0.789513,-7.98,0.070224,102.998,0.247692,6,0.055037,1,4,0.819325,?
324453,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.541245,0.647531,-4.942,0.027338,152.054,0.019371,0,0.112895,1,4,0.295733,?
243487,FALSE,6vR4znOzSB27dPoCFerTWS,2,0.666335,0.730229,-7.609,0.047243,104.048,0.302866,7,0.413259,0,4,0.603088,?
239333,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.519355,0.725247,-4.849,0.028399,89.001,0.022985,11,0.103609,1,4,0.21972,?
269813,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.500942,0.864812,-5.375,0.033471,110.003,0.002125,0,0.064712,1,4,0.329048,?
224906,FALSE,3E6xrwgnVfYCrCs0ePERDz,1,0.699884,0.786935,-2.777,0.239438,171.971,0.372987,2,0.275497,1,4,0.583584,?
253179,FALSE,3tVQdUvClmAT7URs9V3rsp,2,0.510026,0.839008,-3.76,0.120921,127.605,0.099537,6,0.245227,1,5,0.77962,?
274155,FALSE,03IOvKWtAnWAOVf5864dUS,1,0.711843,0.879155,-6.836,0.035908,112.043,0.124567,6,0.121387,0,4,0.634471,?
294844,FALSE,5f3Fk5gTKbuDUUmgcd6fWF,2,0.703128,0.817083,-7.35,0.035637,107.984,0.150162,2,0.502316,0,4,0.560452,?
249013,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.553527,0.471023,-6.193,0.030831,75.933,0.076277,1,0.098263,1,4,0.369275,?
354280,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.453817,0.497487,-6.835,0.029331,135.944,0.059611,9,0.061149,1,4,0.164543,?
260547,FALSE,68rvMwPL0yMbYR5cv0pzCR,1,0.671735,0.822462,-6.284,0.040183,101.987,0.053846,10,0.087046,0,4,0.750007,?
207908,FALSE,6TCIcoW58dsN5Z5323bPTp,1,0.790567,0.968319,-6.837,0.060659,116.006,0.324013,10,0.039473,0,4,0.87014,?
305921,TRUE,0GMdEL0KdI1z0s9UVYneJb,2,0.634638,0.606633,-6.356,0.187218,76.999,0.316427,7,0.109824,0,4,0.707319,?
240773,FALSE,5KNqYrivNgVCHBssEUSu5B,1,0.821998,0.419923,-9.022,0.059147,103.028,0.074889,10,0.072733,0,4,0.88361,?
222432,FALSE,2xMBRdUYQjgJezQ8lNGQq5,1,0.688299,0.678113,-5.805,0.039223,99.989,0.002875,4,0.070109,0,4,0.516145,?
220157,FALSE,36PWgNPTOch41BGIEPTY3h,1,0.631883,0.932494,-5.316,0.040495,127.077,0.013076,4,0.08446,0,4,0.932111,?
238367,FALSE,6eYjM3EJ2ux62CjigGQIiU,3,0.770143,0.91418,-2.372,0.173247,130.013,0.210532,1,0.110748,0,4,0.903547,?
244285,FALSE,1JPy5PsJtkhftfdr6saN2i,1,0.48923,0.745185,-4.095,0.034124,140.051,0.000781,7,0.306932,1,4,0.150057,?
265080,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.448572,0.678904,-6.399,0.028311,150.041,0.044888,2,0.121836,1,4,0.390298,?
244285,FALSE,1JPy5PsJtkhftfdr6saN2i,2,0.48923,0.745185,-4.095,0.034124,140.051,0.000781,7,0.306932,1,4,0.150057,?
244973,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.586152,0.751467,-5.554,0.039813,119.957,0.011975,2,0.269635,1,4,0.335829,?
280346,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.462406,0.686886,-4.974,0.030748,146.052,0.009818,9,0.08554,1,4,0.332191,?
208133,FALSE,2iTC6LMYDlovSUVLWqXItz,1,0.746347,0.945043,-4.848,0.038078,128.039,0.001024,7,0.043155,1,4,0.60079,?
419653,FALSE,5aBxFPaaGk9204ssHUvXWN,2,0.251665,0.351978,-9.457,0.032858,159.857,0.338359,0,0.104488,1,4,0.124843,?
266562,FALSE,1JPy5PsJtkhftfdr6saN2i,2,0.509312,0.831314,-2.88,0.037856,140.019,0.002519,7,0.092026,1,4,0.07986,?
206629,TRUE,3tVQdUvClmAT7URs9V3rsp,3,0.714651,0.806478,-4.631,0.091792,103.902,0.030518,5,0.137657,0,4,0.772884,?
206280,FALSE,5t8dw8yCWNAezW6wP3ZOGh,3,0.553632,0.85371,-5.106,0.067523,127.986,0.006713,5,0.073206,1,4,0.273742,?
152095,FALSE,4vkIW79PRnJM8PNylIMTQB,1,0.355688,0.859666,-6.221,0.055616,83.844,6.00E-06,4,0.092869,1,4,0.777631,?
200624,FALSE,4TPeiSpFyhwDQZTzIoFc6f,2,0.55936,0.73993,-5.065,0.126074,127.722,0.026731,9,0.401296,0,4,0.472309,?
192566,FALSE,5rbw9hT7jHuylnCxE77yMT,1,0.671373,0.803069,-11.174,0.226344,139.999,0.004026,5,0.543539,0,4,0.409736,?
214259,FALSE,5UWNUmWNBMBUMJ1ACLyrrs,1,0.606248,0.816835,-6.028,0.063721,128.019,0.039982,3,0.091801,0,4,0.629229,?
398000,TRUE,4nZBJZHavxcUzGeK2k6fL9,3,0.805939,0.624237,-10.169,0.092819,119.999,0.027995,6,0.059737,0,4,0.640816,?
255333,FALSE,3E6xrwgnVfYCrCs0ePERDz,1,0.723225,0.949854,-3.087,0.123484,122.977,0.067316,8,0.352607,1,4,0.720434,?
200876,FALSE,5l8VQNuIg0turYE1VtM9zV,1,0.403104,0.079874,-34.168,0.470338,169.58,0.782749,5,0.718205,0,3,0.326119,?
259373,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.48181,0.850568,-4.045,0.029715,146.105,0.000601,0,0.103937,1,4,0.346411,?
174333,FALSE,1UGwqiX4QA7R9hNBwzjavF,1,0.543864,0.677862,-11.952,0.027042,136.399,0.012144,1,0.179241,1,4,0.856982,?
223425,FALSE,5DPb3SKW8QZFwkRlmt7Gvo,1,0.799758,0.705732,-9.577,0.072621,103.971,0.610586,2,0.647581,0,4,0.731864,?
201800,FALSE,5iZMWWLoDJH1u6Ru2rOEsd,1,0.789076,0.867002,-4.597,0.068828,108.039,0.185294,4,0.065185,0,4,0.704181,?
203612,FALSE,4pCKzB7NinIJUZty8z7j89,1,0.750122,0.505287,-13.173,0.03965,121.575,0.015404,2,0.02762,1,4,0.740731,?
225866,TRUE,73sIBHcqh3Z3NyqHKZ7FOL,1,0.573866,0.43855,-9.263,0.056885,165.932,0.017402,8,0.121457,1,4,0.127778,?
238200,FALSE,04gDigrS5kc9YWfZHwBETP,1,0.524027,0.597194,-6.497,0.03217,129.921,0.007261,6,0.130348,1,4,0.130981,?
225826,FALSE,378dH6EszOLFShpRzAQkVM,1,0.535248,0.905288,-6.298,0.033498,128.005,0.001611,7,0.294926,1,4,0.563603,?
61912,FALSE,1bAdBYcsDdsbqmWbAE7qKR,1,0.144422,0.051728,-31.515,0.037894,73.327,0.989039,7,0.097442,1,4,0.030856,?
190346,FALSE,04gDigrS5kc9YWfZHwBETP,1,0.590048,0.794344,-5.775,0.036002,135.024,0.002846,8,0.111185,1,4,0.438624,?
235493,TRUE,04gDigrS5kc9YWfZHwBETP,1,0.745122,0.748826,-7.047,0.032684,120.083,0.068019,1,0.084185,1,4,0.891446,?
260213,FALSE,47BEc2RoW53owMyxacXWdV,2,0.655299,0.963531,-3.721,0.056184,127.971,0.004244,1,0.257253,1,4,0.304265,?
281608,FALSE,5he5w2lnU9x7JFhnwcekXX,2,0.576676,0.780169,-4.99,0.077447,150.023,0.175029,1,0.066189,0,4,0.733226,?
210613,FALSE,7nOZKudJkpG5kbS5Ys3w6u,1,0.557695,0.830177,-4.648,0.053217,107.044,0.002498,1,0.079454,1,4,0.655414,?
253095,FALSE,1bAdBYcsDdsbqmWbAE7qKR,1,0.565144,0.385087,-10.764,0.034526,120.043,0.908086,4,0.165905,1,4,0.175594,?
211053,TRUE,68DWke2VjdDmA75aJX5C57,1,0.813973,0.850117,-8.702,0.249759,92.492,0.211848,9,0.145797,0,4,0.383651,?
235431,FALSE,1bAdBYcsDdsbqmWbAE7qKR,1,0.495626,0.644355,-9.121,0.051401,119.984,0.32203,0,0.089791,1,4,0.318482,?
