song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,acousticness,key,liveness,mode,time_signature,valence,song_title_en,outcome
We Them,6Tra3LHp6QWwN2zitXQT4b,"['P Reign', 'A$AP Rocky']",Dear America,237586,TRUE,0bdJZl7TDeiymDYzMJnVh2,2,0.482398,0.554505,-8.415,0.238536,137.074,0.201435,2,0.111567,1,4,0.228149,We Them,0
TjÃ_ra o fjÃ_drar,1hsgNxOgZuUgs2SYsjfjTS,['Euskefeurat'],SÃ¥nger frÃ¥n Hotaheiti,214826,FALSE,3XHatvGN7740pLPHUVgwA6,1,0.640789,0.828311,-8.41,0.056097,110.638,0.205489,0,0.079161,1,3,0.894207,TjÃ_ra o fjÃ_drar,0
The Waters,3jihIG6ry4oRPhKwn9PLja,['Mick Jenkins'],The Water[s],253824,TRUE,1FvjvACFvko2Z91IvDljrx,1,0.548024,0.567905,-7.968,0.409813,136.736,0.524595,6,0.072967,0,4,0.24186,The Waters,0
Budapest - Live from Spotify Stockholm,4HqU80xAozomP0XtgxAu6w,['George Ezra'],Cassy O' (EP),209306,FALSE,2ysnwxxNtSgbb9t1m2Ur4j,1,0.67751,0.290856,-10.339,0.043692,121.092,0.818024,4,0.706291,1,4,0.49711,Budapest - Live from Spotify Stockholm,0
Can't Stop Dancin',5NetSTs4dgiR6GLrZOQcwJ,['Becky G'],Can't Stop Dancin',198852,FALSE,4obzFoKoKRHIphyHzJ35G3,1,0.653457,0.667561,-7.935,0.073098,100.061,0.006443,0,0.107142,0,4,0.515254,Can't Stop Dancin',0
Unsteady,029N1UJH1GebpFXztpmpP0,['X Ambassadors'],The Reason EP,192026,FALSE,3NPpFNZtSTHheNBaWC82rB,1,0.570708,0.77973,-5.769,0.09075,116.998,0.114385,0,0.189131,1,4,0.347037,Unsteady,0
Family Tree (Bacall W Lignell remix feat. Dan Reed),4wvKjZb37EUE8AtbHSfWYy,['Jimmy Lagnefors'],Micke & Veronica (Original Motion Picture Soundtrack),214259,FALSE,5UWNUmWNBMBUMJ1ACLyrrs,1,0.606248,0.816835,-6.028,0.063721,128.019,0.039982,3,0.091801,0,4,0.629229,Family Tree (Bacall W Lignell remix feat. Dan Reed),0
Menea Tu Chapa,7G6dxux3uUjSfQY7MP9J5W,['Wilo D New'],KlK Llego El Tipo the Album,175333,FALSE,7Mj6zJyAtVisnooOp1hlWF,1,0.873046,0.918784,-1.776,0.054163,129.993,0.07653,0,0.046343,1,4,0.720583,Menea Tu Chapa,0
MILK,7Fwd4S0tPTn4dajejupCWw,['f(x)'],The 3rd Album 'Red Light',215931,FALSE,3wRA5UYoo08BBKJnzyKkpF,1,0.761581,0.876404,-3.228,0.250345,110.092,0.264469,11,0.323556,0,4,0.585477,MILK,0
Bang Bang,3SaIsrEzrQGDcG1jCeaK8q,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",Sweet Talker (Deluxe Version),199386,FALSE,2gsggkzM5R49q6jpPvazou,3,0.704522,0.723013,-4.867,0.096614,150.02,0.283124,0,0.28811,0,4,0.765032,Bang Bang,0
Finna sanningen,5cFYHgLL1hvYTsiOT2iUQX,"['Dani M', 'Essa Cham']",Allting jag har,177493,FALSE,5ILMkt5lW4KAyTXMNYWaGF,2,0.676734,0.867688,-5.889,0.175423,103.014,0.083389,2,0.498056,0,4,0.576492,Finna sanningen,0
We Gettin,39Jn6VBI2S2B1YDJKUUSGJ,['Styles P'],Phantom and The Ghost,224577,FALSE,2x8KDZdSONA3872CnhaAlX,1,0.609128,0.589887,-9.906,0.415571,171.816,0.056558,6,0.169958,1,4,0.637049,We Gettin,0
Tuesday (feat. Drake),2znzyzlAUc8Z1Ikq9aFOcx,"['I LOVE MAKONNEN', 'Drake']",Tuesday (feat. Drake),321987,TRUE,3aGFCoR8xGN6DKwvdzeSja,2,0.779056,0.664589,-5.628,0.182785,140.176,0.189671,0,0.104906,1,4,0.457851,Tuesday (feat. Drake),0
Hands On The Wheel (feat. A$AP Rocky),45WndcPa0crrZ98d6aPME0,"['Schoolboy Q', 'A$AP Rocky']",Schoolboy Q,201010,TRUE,5IcR3N7QB1j6KBL8eImZ8m,2,0.453853,0.85355,-5.359,0.182567,127.891,0.016133,2,0.593583,1,4,0.190229,Hands On The Wheel,0
Back to the Future (Part I),6hAFh200VpVUPg1P14oaJr,"[""D'Angelo""]",Black Messiah,322120,FALSE,336vr2M3Va0FjyvB55lJEd,1,0.890715,0.302552,-9.793,0.350551,95.261,0.199648,7,0.147916,1,4,0.565774,Back to the Future (Part I),0
Minns Vad Du Sa,6D2ip633z0Au78yglXnMo1,['B C'],Minns Vad Du Sa,196500,FALSE,0iieHSV4JrDQ4iXLGRgoHF,1,0.666028,0.684457,-8.488,0.027619,120.021,0.292404,2,0.32278,1,4,0.646275,Minns Vad Du Sa,0
F*ckd Up,7KhFF7gcQVMQ9q6E9z91fN,['Bauncers'],F*ckd Up - Single,300000,FALSE,27MGjRoWJaArI4TonZjswz,1,0.84696,0.642651,-4.835,0.192956,127.996,0.00039,0,0.058376,1,4,0.476641,F*ckd Up,0
"Chimes (Rmx) [feat. Pusha T, Future, Travi$ Scott, French Montana]",57XBsSqOUWLDIAxUxbar04,"['Hudson Mohawke', 'Pusha T', 'Future', 'Travi$ Scott', 'French Montana']","Chimes (Rmx) [feat. Pusha T, Future, Travi$ Scott, French Montana]",192496,FALSE,6olWbKW2VLhFCHfOi0iEDb,5,0.595311,0.702074,-5.129,0.09285,140.958,0.031181,1,0.109394,1,4,0.653452,"Chimes (Rmx) [feat. Pusha T, Future, Travi$ Scott, French Montana]",0
"Work 2013 (feat. A$AP Ferg, A$AP Rocky, French Montana & Trinidad James)",1MEN5EHIei9sY4wlfVaNDW,"['Schoolboy Q', 'French Montana', 'Trinidad James', 'A$AP Ferg', 'A$AP Rocky']",Schoolboy Q,282298,TRUE,5IcR3N7QB1j6KBL8eImZ8m,5,0.836269,0.719682,-5.603,0.136863,130.004,0.024001,1,0.138473,1,4,0.326702,Work REMIX,0
No Rest For The Wicked,2gCvWjrHt6PVJjIN1amlje,['Lykke Li'],I Never Learn,222718,FALSE,6oBm8HB0yfrIc9IHbxs6in,1,0.546825,0.405312,-8.486,0.027174,97.985,0.389145,11,0.13318,0,4,0.310897,No Rest For The Wicked,0
Fire In Our Hearts [Mix Cut] - Original Mix,5XubhWRmDNMaW6J57chkiC,"['Swanky Tunes', 'C. Todd Nielsen']",Hardwell Presents Revealed Vol. 5,254066,FALSE,06cLuOP0p7VAnBnqil1eWX,2,0.455578,0.958808,-6.244,0.069015,128.736,9.10E-05,7,0.452476,1,4,0.240508,Fire In Our Hearts [Mix Cut] (Original Mix),0
El Alam Jannet,6EzDPgToUSaultnUVkmHwB,['Mohamad Iskandar'],Sahra W Dabke,222511,FALSE,1Szp0cnLcoq8ombQRztd1i,1,0.721321,0.961205,-5.329,0.151641,102.094,0.269913,3,0.093798,0,4,0.691384,El Alam Jannet,0
Hideaway,51tUT1gHE30GQPhn1agudM,['Kiesza'],Sound Of A Woman,251986,FALSE,4zxvC7CRGvggq9EWXOpwAo,1,0.853152,0.612846,-6.335,0.058639,122.986,0.073235,7,0.069286,0,4,0.178874,Hideaway,0
Break The Bank,4yGHBbRDvGzlOtaEGe7T2D,['Schoolboy Q'],Oxymoron (Deluxe),354853,TRUE,5IcR3N7QB1j6KBL8eImZ8m,1,0.558563,0.779872,-6.687,0.088221,80.152,0.122188,1,0.343352,1,4,0.410599,Break The Bank,0
Kisses (Synapson Remix) [feat. Mary H],5ykVH407qI98n00OoDUzoa,['C\xc3\xa4tC\xc3\xa4t'],Kisses (feat. Mary H) - EP,278694,FALSE,6oH5aZUWiPfOTm1gcFi5gh,1,0.846502,0.638837,-8.505,0.05682,120.004,0.060143,4,0.042091,0,4,0.617493,Kisses (Synapson Remix),0
Take Ãœ There (feat. Kiesza) - Felix Cartal Remix,1bho4Wj32rXFyIQPk4Upwh,"['Jack \xc3\x9c', 'Skrillex', 'Diplo', 'Kiesza']",Take Ãœ There (feat. Kiesza) [Remixes],262269,FALSE,1HxJeLhIuegM3KgvPn8sTa,4,0.719963,0.875779,-1.475,0.035623,129.954,0.01867,1,0.182725,0,4,0.23374,Take Ãœ There (feat. Kiesza) [Felix Cartal Remix],0
Dragon,7iAK4cPZiWcHUXW09d0BPu,['Miriam Bryant'],I Am Dragon,192946,FALSE,2zd9YxlsQvA5mkZ1NarYVQ,1,0.454786,0.851657,-3.52,0.050786,179.832,0.056744,6,0.101554,1,3,0.494282,Dragon,0
Edge Of A Revolution,6H8jEg2Rn2Dr2Tb0b8Ndw0,['Nickelback'],No Fixed Address,243053,TRUE,6deZN1bslXzeGvOLaLMOIF,1,0.524144,0.966071,-3.335,0.043908,161.865,9.50E-05,2,0.089249,1,4,0.718426,Edge Of A Revolution,0
Ignition (Remix),3zSCNTXI7Ed0PiidZVmzIe,['R. Kelly'],The Essential R. Kelly,186040,FALSE,2mxe0TnaNL039ysAj51xPQ,1,0.752347,0.545405,-7.327,0.060949,133.072,0.009491,1,0.125252,1,4,0.812425,Ignition (Remix),0
Fly Away - Radio Edit,4M2eKo8ijF4ZUEFurjnpS6,"['Alex Kunnari', 'Jimmy W.', 'Jacob Luttrell']",Fly Away,206280,FALSE,5t8dw8yCWNAezW6wP3ZOGh,3,0.553632,0.85371,-5.106,0.067523,127.986,0.006713,5,0.073206,1,4,0.273742,Fly Away - Radio Edit,0
The Hunt - Radio Edit,1MIgJFf65E7NpulRoeTAlt,"['Ran-D', 'E-Life']",Ran-D ft. E-Life - The Hunt (Official Intents Festival Anthem 2014),246724,FALSE,7IeovKzVkfcG9mIJGNzTcT,2,0.272955,0.962992,-1.72,0.115694,149.826,0.008706,10,0.359999,0,4,0.378432,The Hunt - Official Intents Festival Anthem 2014 Radio Edit,0
"The Big L - T&A Demo â€“ Mar 29, 1990",3mr8s7UJaK8fFlhAicCOrQ,['Per Gessle'],"The Per Gessle Archives - The Roxette Demos!, Vol. 4",248920,FALSE,5pFJ8lLOUnyEaNrrf7D1KK,1,0.557552,0.884741,-5.876,0.05056,155.621,0.015572,7,0.12273,1,4,0.815508,"The Big L (T&A Demo â€“ Mar 29, 1990)",0
Dis-moi oui (Marina),3WBLQj2qtrKYFDcC5aisLD,"[""Keen' V""]",Saltimbanque,201800,FALSE,5iZMWWLoDJH1u6Ru2rOEsd,1,0.789076,0.867002,-4.597,0.068828,108.039,0.185294,4,0.065185,0,4,0.704181,Dis-moi oui (Marina),0
Cenizas En El Mar,1Ny4W4IVZFUFJhWFuRrlw5,"['Ale Aldana', 'Caloncho', 'Pablo B', 'Dexter', 'Daniel D', 'Alan H.', 'Diego G.', 'Alexis.G', 'V\xc3\xadctor F.']",Cenizas En El Mar,268827,FALSE,51hHzhr91ltGkHVIS1bodE,9,0.656229,0.664277,-6.252,0.040574,125.037,0.031633,7,0.0815,1,4,0.512211,Cenizas En El Mar,0
Maybe,5VBpR9q3WcDi1u6SNQI6ZF,"['Teyana Taylor', 'Pusha T', 'Yo Gotti']",VII (Deluxe),245000,TRUE,4ULO7IGI3M2bo0Ap7B9h8a,3,0.482106,0.521164,-7.757,0.263299,130.254,0.661829,0,0.162721,1,4,0.345636,"Maybe featuring Pusha T, Yo Gotti",0
Add Me In,5kp99A5Hybod2LayFSgX0h,['Chris Brown'],X (Deluxe Version),193106,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.773113,0.807448,-5.056,0.056631,113.067,0.024914,1,0.086343,1,4,0.850315,Add Me In,0
DnF,6AaOtHsKd195ec0Y4kC9ER,"['P Reign', 'Drake', 'Future']",DnF,206266,TRUE,0bdJZl7TDeiymDYzMJnVh2,3,0.703907,0.388043,-15.055,0.35938,77.089,0.095361,0,0.34394,0,4,0.623368,DnF,0
Babes Anatomy 2014,3R4JhA5lrdbxhWOEsumCcx,['Adam L. Kid'],Babes Anatomy 2014,239084,FALSE,1iplPnyLRyqUO59CmJCZWX,1,0.691079,0.774303,-5.559,0.099571,128.976,0.03587,1,0.125081,0,4,0.383533,Babes Anatomy 2014,0
Grindinâ€™ My Whole Life,4Hy5ziwOQiFc7UuxpTOdwx,"['HS87', 'N.No', 'B. Carr', 'Hit Boy', 'Big Hit', 'Audio Push', 'Bmacthequeen', 'Kent M$ney']",We The Plug,322093,TRUE,6NUVKfz2xAi4mJJkGm6zyz,8,0.755723,0.636432,-6.195,0.173333,115.071,0.298812,2,0.081078,1,4,0.3694,Grindinâ€™ My Whole Life,0
Dean & Me,6SGDjZSljzAt1W4OhHRVOl,['JJ'],V,235431,FALSE,1bAdBYcsDdsbqmWbAE7qKR,1,0.495626,0.644355,-9.121,0.051401,119.984,0.32203,0,0.089791,1,4,0.318482,Dean & Me,0
Origins,7zPOx0Ek8lxLQClNRhKdL1,['Hammerfall'],(r)Evolution,298066,FALSE,2o18h28enlHxj887tATc58,1,0.543596,0.958132,-4.84,0.048634,125.022,4.50E-05,0,0.165059,0,4,0.29954,Origins,0
Next 2 U,5oH2rmHuPlaSnoOcHCbbrs,"['Oh, Be Clever']",Next 2 U,249543,FALSE,4r8gnu4jAM8oYj1uKTeDlq,1,0.577092,0.81091,-3.975,0.035843,119.968,0.000245,7,0.626179,0,4,0.377488,Next 2 U,0
Guzva je u gradu,2ZP5vxGNqnaX9ahpJQfJix,['Dado Polumenta'],Hitovi Leta 2014 vol 2,175440,FALSE,5xgQQDQEfbueEywSz16GXt,1,0.721896,0.922615,-2.903,0.075884,128.031,0.086048,0,0.161747,0,4,0.799506,Guzva je u gradu,0
Karma (Hardline),2jfJF8GpaLGLWWTFwIFCgX,['Jamie N Commons'],Karma (Hardline),250053,FALSE,2FsZnS8gQ8jG1HGnPYNlm9,1,0.599776,0.749273,-3.937,0.054794,135.935,0.03029,0,0.113702,1,4,0.44803,Karma (Hardline),0
Liberate - Lane 8 Remix,2dS4msyWQOmGCXQiSPCdHB,['Eric Prydz'],Liberate (Remixes),314840,FALSE,5sm0jQ1mq0dusiLtDJ2b4R,1,0.720027,0.525614,-9.568,0.042564,120.966,0.022339,0,0.039913,1,4,0.215019,Liberate (Lane 8 Remix),0
Don't,1huvTbEYtgltjQRXzrNKGi,['Ed Sheeran'],x (Deluxe Edition),219840,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.805062,0.553462,-8.498,0.061271,95.044,0.01076,1,0.327129,1,4,0.853958,Don't,0
Chop My Money,7xlaRSabVSoe09oQ85Yq70,"['P-Square feat. May D', 'P-Square']",Best Of P-Square,278853,FALSE,1KTn3auFNeqDtT4v9DOwSa,2,0.82047,0.61763,-11.28,0.113852,127.02,0.224248,5,0.165506,0,4,0.925143,Chop My Money,0
Abstract Dragon,7uhu2n3kjMWwCkE78NngcH,"['Busta Rhymes', 'Q-Tip']",The Abstract Dragon,131671,TRUE,1YfEcTuGvBQ8xSD1f53UnK,2,0.659884,0.748902,-7.519,0.339637,96.247,0.124811,4,0.286551,0,4,0.603276,Abstract Dragon,0
Bugatti,2u6zR1wIc9dbsxEjU6qaDV,"['Tiga', 'Pusha T']",Bugatti,210963,TRUE,5l9wiTZVfqQTfMDOt0HtwC,2,0.886418,0.454981,-6.866,0.195257,121.061,0.006851,3,0.095348,0,4,0.687483,Bugatti,0
Start A Fire,3Lfw1wlVtPbvRFeUaiILkY,"['Lil Wayne', 'Christina Milian']",Start A Fire,233146,TRUE,55Aa2cqylxrFIXC767Z865,2,0.655867,0.86172,-4.579,0.158724,95.073,0.011223,1,0.477197,0,4,0.635593,Start A Fire,0
A Long Time Ago,4amU151BcUJ8ZCtogTmPb3,['First Aid Kit'],Stay Gold,241333,FALSE,21egYD1eInY6bGFcniCRT1,1,0.335319,0.231437,-7.517,0.030087,149.342,0.803401,0,0.100977,1,3,0.205045,A Long Time Ago,0
Overture in C Shark,7FZ2d0qixGuUkeo3PPltAZ,['Wolf'],Devil Seed,132586,FALSE,2dRLZ9oE77rkNi7K6UH3Lq,1,0.498644,0.953302,-6.641,0.057465,118.045,0.000118,5,0.177169,0,4,0.327199,Overture in C Shark,0
Prayer in C - Robin Schulz Radio Edit,0uVyZywUNOp6S0dU5r8TS8,"['Lilly Wood and The Prick', 'Robin Schulz']",Prayer,189399,FALSE,50OApTJurDusIo9dGTqSU4,2,0.7526,0.83214,-6.933,0.026525,122.996,0.011463,9,0.427462,0,4,0.744492,Prayer In C - Robin Schulz Radio Edit,0
T-Shirt,3RF0DfGlTWSf8qnayjWkkb,['Future'],Honest,215253,TRUE,1RyvyyTE3xzB2ZywiAwp0i,1,0.71853,0.57268,-4.753,0.0947,133.138,0.239514,1,0.091494,0,4,0.16005,T-Shirt,0
Unkiss Me,2gdVsvUnDCxTPqNL5TpHNK,['Maroon 5'],V (Deluxe),238200,FALSE,04gDigrS5kc9YWfZHwBETP,1,0.524027,0.597194,-6.497,0.03217,129.921,0.007261,6,0.130348,1,4,0.130981,Unkiss Me,0
Call Me King Kong B!T%H!!!,6W5NXkJKtf4Phf2tRRjvBp,"['Fatman Scoop', 'Dienvy']",Call Me King Kong B!T%H!!!,219250,TRUE,15GGbJKqC6w0VYyAJtjej6,2,0.714248,0.964883,-5.256,0.115188,130.028,0.00826,1,0.758966,1,4,0.663045,Call Me King Kong B!T%H!!!,0
O helga natt,6djJ4z2ExNUE731jhEqDsc,['Sonja Ald\xc3\xa9n'],Jul i andlighetens rum,306973,FALSE,3XyHsKlvXenLURpECPEQOJ,1,0.30198,0.232886,-13.289,0.030455,163.933,0.71294,5,0.116831,1,3,0.129173,O helga natt,0
Loyal,7kqcudBGM74MXVoYMaoWkC,"['Chris Brown', 'Lil Wayne', 'Tyga']",X (Deluxe Version),264946,TRUE,7bXgB6jMjp9ATFy66eO08Z,3,0.838916,0.537942,-5.382,0.053288,98.972,0.085617,10,0.217328,0,4,0.605923,Loyal,0
Hype - D!RTY AUD!O Remix,6ZMi8QkyQbCSbyuI877xmM,"['Deorro', 'ZooFunktion']",Hype (Remixes),271670,FALSE,6VD4UEUPvtsemqD3mmTqCR,2,0.595334,0.863806,-3.773,0.138849,149.99,0.006537,1,0.317397,1,4,0.229696,Hype (D!RTY AUD!O Remix),0
Let's Get Lost,5DSr1NMci58MEgS20vivSL,"['G-Eazy', 'Devon Baldwin']",These Things Happen,240680,TRUE,02kJSzxNuaWGqwubyUba0Z,2,0.666211,0.673455,-9.213,0.153948,117.942,0.101719,4,0.074616,0,4,0.196105,Let's Get Lost,0
Sh!t,0pT1DW5RUHelpBMyEgWwaU,['Future'],Honest,289786,TRUE,1RyvyyTE3xzB2ZywiAwp0i,1,0.934488,0.555031,-5.998,0.131215,105.998,0.031078,2,0.20583,1,4,0.169889,Sh!t,0
"This Is Cool, Thank You 2014",7s9ZcPko9rPDudaBfP7XOZ,"['Busta Rhymes', 'Q-Tip']",The Abstract Dragon,219454,TRUE,1YfEcTuGvBQ8xSD1f53UnK,2,0.61311,0.815278,-7.289,0.246122,105.791,0.046656,7,0.386637,1,4,0.408269,"This Is Cool, Thank You 2014",0
Jungle - Remix,3CqVYchL88Qgtvpa1N24Aa,"['X Ambassadors', 'Jamie N Commons', 'JAY Z']",Jungle (Remix),207613,FALSE,3NPpFNZtSTHheNBaWC82rB,3,0.417844,0.787084,-4.018,0.281874,78.3,0.004208,2,0.264394,1,4,0.28844,Jungle featuring JAY Z (Remix),0
Almost Famous,3Uw0h4GVLVjoUEToSWe0gY,['G-Eazy'],These Things Happen,268920,TRUE,02kJSzxNuaWGqwubyUba0Z,1,0.696914,0.503369,-9.54,0.092307,124.035,0.030481,9,0.11097,0,4,0.128747,Almost Famous,0
All White Everything,68CB6MUBjOW51QjVfjQEz4,['JJ'],V,259699,FALSE,1bAdBYcsDdsbqmWbAE7qKR,1,0.582225,0.575131,-9.306,0.048024,95.001,0.257716,0,0.151925,1,4,0.175524,All White Everything,0
B-I-T-C-H,6NmxZwwuv8xKQLtzhyoyTY,['Rodney Carrington'],C'mon Laugh You Bastards,96293,TRUE,7xsMZdxw6eEJXGTLZulONO,1,0.60548,0.227408,-11.705,0.03111,90.984,0.753391,2,0.576134,1,4,0.359914,B-I-T-C-H,0
Lay You Down,1ltbxBlHsQfJCg8SuB44yU,['K-Young'],Lay You Down - EP,232120,TRUE,17BUBnfODzDxbXw1tim7JW,1,0.501747,0.41348,-9.477,0.161536,183.895,0.352213,1,0.091434,0,4,0.475203,The One That Got Away,0
"Waltz No. 6 in D-Flat Major, Op. 64 No. 1 - ""Minute""",4PfLPmM3fazXG8eXW9AZ0j,"['Fr\xc3\xa9d\xc3\xa9ric Chopin', 'Claudio Arrau']",Chopin - Classical Masterpieces,149200,FALSE,7y97mc3bZRFXzT2szRM4L4,2,0.306505,0.046888,-27.402,0.039453,66.44,0.991187,1,0.312365,1,4,0.145129,"Waltz No.6 in D flat, Op.64 No.1 -'Minute'",0
Marilyn Monroe,1AvXB7pTYb7irnDLRfE27H,['Pharrell Williams'],G I R L,351600,FALSE,2RdwBSPQiwcmiDo9kixcl8,1,0.881358,0.589393,-8.543,0.066413,117.309,0.063576,10,0.311392,0,4,0.603271,Marilyn Monroe,0
Up 2 U,5OWZ4qbW7bYQTGIKRbSvxA,['Walk the Moon'],TALKING IS HARD,201840,FALSE,6DIS6PRrLS3wbnZsf7vYic,1,0.64275,0.688394,-5.14,0.031767,97.984,0.006532,7,0.17851,1,4,0.498081,Up 2 U,0
Prayer in C,6F9sSGTZr8mFfUndArNCmq,['Beth'],EP1,131000,FALSE,0Tazr7cok0ZIzVWH27sqeY,1,0.78668,0.118201,-14.575,0.074042,115.887,0.971131,0,0.089384,1,4,0.237683,Prayer in C,0
Drowning - Avicii Radio Edit,0i3UxxijG4howoGRmz9TXy,"['Armin van Buuren', 'Laura V']",Armin Anthems Top 100 (Ultimate Singles Collected),204321,FALSE,0SfsnGyD8FpIN4U4WCkBZ5,2,0.534451,0.848554,-7.148,0.036038,126.941,0.03652,11,0.379106,1,4,0.2916,Drowning (Avicii Radio Edit),0
Keep It 100,0acDuvqkxNGBstX5FrbbO0,"['Grandtheft & Keys N Krates', 'Grandtheft', 'Keys N Krates']",Keep It 100,214137,FALSE,4C7Jub0HKSYe6F1wsB8eTf,3,0.618697,0.945778,-3.45,0.239582,164.04,0.005848,1,0.281049,1,4,0.428146,Keep It 100,0
Till It's Done (Tutu),1tgmyTEKDOkwyvyE37AJDj,"[""D'Angelo""]",Black Messiah,231920,FALSE,336vr2M3Va0FjyvB55lJEd,1,0.645187,0.545696,-10.354,0.075628,90.848,0.133926,11,0.263327,1,4,0.499003,Till It's Done (Tutu),0
Boulder To Birmingham,4zxsYVXaSFQcJClI0Y8SVG,['Emmylou Harris'],The 70's Studio Album Collection,214213,FALSE,5s6TJEuHTr9GR894wc6VfP,1,0.486507,0.325745,-9.702,0.034226,127.198,0.643678,10,0.10622,1,4,0.297811,Boulder To Birmingham,0
Drake Would Love Me,3YaLUA5pNs0PSlEbMkOYuS,['K. Michelle'],Anybody Wanna Buy A Heart?,259453,FALSE,2retT7MFwHDVTeGKDdybEx,1,0.469474,0.474769,-7.204,0.050515,114.739,0.363124,6,0.087901,1,4,0.186862,Drake Would Love Me,0
Make the World Go Round - Gigamesh Remix,7MVsgq9O2aZkEWfIRsGbGh,"['DJ Cassidy', 'R. Kelly']",Make the World Go Round,334746,FALSE,1xLOb1CC0N70wA28T7Q5uE,2,0.853402,0.612188,-6.543,0.127397,117.007,0.079892,7,0.094569,1,4,0.873196,Make the World Go Round (Gigamesh Remix),0
Adrenalina,2eqDUxbd0JPEhNrJdPlHLs,"['Wisin', 'Jennifer Lopez', 'Ricky Martin']",El Regreso del Sobreviviente (Deluxe Edition),235546,FALSE,3E6xrwgnVfYCrCs0ePERDz,3,0.685263,0.944338,-2.793,0.144929,124.987,0.085613,5,0.092716,1,4,0.758076,Adrenalina,0
F*ck Love,7fx8lcYH7GUdY3TBjmWiox,['Trina'],F*ck Love - Single,193826,FALSE,4PrinKSrmILmo0kERG0Ogn,1,0.483308,0.50866,-9.599,0.294445,136.201,0.156029,11,0.187184,0,4,0.202954,F*ck Love,0
Weapon (Bastille Vs. Angel Haze Vs. F*U*G*Z Vs. Braque),3VB5915LgAjR4lIKPPCucH,"['Bastille', 'Angel Haze', 'F*U*G*Z', 'Braque']",Weapon (Bastille Vs. Angel Haze Vs. F*U*G*Z Vs. Braque),290725,FALSE,7EQ0qTo7fWT7DPxmxtSYEc,4,0.631852,0.809132,-6.226,0.218586,80.075,0.083191,2,0.091588,1,4,0.389205,Weapon (Bastille Vs. Angel Haze Vs. F*U*G*Z Vs. Braque),0
A Place Like This,1jRHh8JcdUV9zTiAmyzhU9,['Majid Jordan'],A Place Like This,261543,FALSE,4HzKw8XcD0piJmDrrPRCYk,1,0.56734,0.44258,-11.359,0.059691,133.642,0.044532,8,0.082824,1,4,0.387759,A Place Like This,0
Runaway,2VmA7bm5ECiYZfw7x4Nzku,['Ed Sheeran'],x (Deluxe Edition),205133,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.768533,0.44827,-7.233,0.036364,95.041,0.027901,8,0.153945,0,4,0.922722,Runaway,0
Number One (feat.à¸«à¸çà¸´à¸‡à¸¥à¸µ),5S6qdlwD5FFJ28xYOptZG8,['BANKK CA$H'],BANKK CA$H (New Single 2014),272500,FALSE,2o9KhjRqlfC7j0BYvNjpYe,1,0.691564,0.834976,-4.616,0.130285,132.033,0.257576,1,0.076594,0,4,0.81592,Number One (feat.à¸«à¸çà¸´à¸‡à¸¥à¸µ),0
Tittar ner,123EKjoP20G2DJFaTAAyQ3,['Ken Ring'],Det boÌˆrjade foÌˆr laÌˆngesen,212746,FALSE,2yMJGKSRgxIniMnq30FAzX,1,0.563008,0.46888,-16.214,0.285917,72.835,0.260105,9,0.281603,0,3,0.37433,Titta ner,0
House Party - Radio Edit,73htmdTpGdBPAhHdpEblRU,"['DJ Antoine', 'Mad Mark', 'B Case', 'U-Jean']",House Party,206786,FALSE,6yTYR09WCvsgdnurDW4WQo,4,0.667693,0.870946,-5.82,0.05342,127.97,0.102591,10,0.114079,0,4,0.841532,House Party - Radio Edit,0
Low,6pISryCxMLYvUhXdntY9yW,"['Juicy J', 'Nicki Minaj', 'Lil Bibby', 'Young Thug']",Low,238600,TRUE,5gCRApTajqwbnHHPbr2Fpi,4,0.82993,0.663949,-7.64,0.312964,144.064,0.234044,8,0.111837,1,4,0.516767,Low,0
Iâ€¢Mâ€¢Aâ€¢M - jj Remix Instrumental,4huzp9V4c7T7wmYP5Rd2Rj,"['Silvana Imam', 'JJ']",Iâ€¢Mâ€¢Aâ€¢M (jj Remix),203558,FALSE,14vNE9iqS5eGAL6OogiN8g,2,0.286176,0.378536,-9.278,0.046452,109.812,0.08938,8,0.766726,1,5,0.180795,Iâ€¢Mâ€¢Aâ€¢M (jj Remix Instrumental),0
Beerfest 2014 (Adam L. Kid Remix),5pTmSVGe0kRQy3cUefTsMB,"['Argyros', 'Adam L. Kid']",Beerfest 2014 (Adam L. Kid Remix),205984,FALSE,09w7Wl4p8diBY9wolmjqY8,2,0.581592,0.878838,-7.477,0.040181,133.957,0.05316,0,0.181631,1,4,0.68692,Beerfest 2014 (Adam L. Kid Remix),0
"Love, Love, Love",5sOtiJISUHM2KIE35MFR8E,['EXO-K'],The 2nd Mini Album 'ì_‘ëè… Overdose',233531,FALSE,6wPBIyIIMxoqgux29bGF8I,1,0.65521,0.878077,-4.241,0.104619,129.998,0.436338,6,0.386786,0,4,0.509176,Love Love Love,0
aisatsana [102],3ESsjKqrj3M79I8sSZieK3,['Aphex Twin'],Syro,321880,FALSE,6kBDZFXuLrZgHnvmPu9NsG,1,0.276877,0.010036,-32.893,0.035884,102.397,0.979741,4,0.130702,0,4,0.035366,aisatsana [102],0
