song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,acousticness,key,liveness,mode,time_signature,valence,song_title_en,outcome
Realest In the City,1kKfLv5RsxxQb6afxfIgsz,"['P Reign', 'Meek Mill', 'PARTYNEXTDOOR']",Dear America,245093,TRUE,0bdJZl7TDeiymDYzMJnVh2,3,0.722833,0.474874,-8.728,0.223016,135.99,0.044851,0,0.200002,0,4,0.142891,Realest In the City,0
Rapper's Delight,7HXyPdz6SRAj7pUuMODATZ,['The Sugarhill Gang'],15 Songs Every Man Should Listen To - 80's Hits,239880,FALSE,7zliF6Q946WznVk3ZMYhZX,1,0.912546,0.781946,-8.783,0.243039,111.714,0.160457,11,0.062043,0,4,0.766008,Rapper's Delight,0
Gonna Make You Sweat (Everybody Dance Now),0t9uFGqJQWv0p2Gw9hAOIr,"['C & C Music Factory', 'Freedom Williams']",100 hits frÃ¥n 90-talet,244586,FALSE,7krx6UBDKLwE0q3s3fesqF,2,0.556445,0.792006,-9.265,0.087861,113.078,0.001791,6,0.204197,1,4,0.824829,Gonna Make You Sweat (Everybody Dance Now),0
Itâ€™s My Birthday,1zaaaGPDU60KYY60M4JVl2,"['will.i.am', 'Cody Wise']",Itâ€™s My Birthday,252613,FALSE,085pc2PYOi8bGKj0PNjekA,2,0.758436,0.718216,-4.448,0.069854,99.976,0.088159,5,0.110621,0,4,0.398749,Itâ€™s My Birthday,0
Hell Of A Night,2RK1IiAjWdl6VQYsCKf3k9,['Schoolboy Q'],Oxymoron (Deluxe),272453,TRUE,5IcR3N7QB1j6KBL8eImZ8m,1,0.649034,0.830638,-7.212,0.156381,124.029,0.372816,2,0.133487,0,4,0.160032,Hell Of A Night,0
So Much To Give - L D R U Remix,2RkAjWMhMYQgmHE2JxTs3t,['YesYou'],"TheSoundYouNeed, Vol. 1",264000,FALSE,22qas00XuS5sVfW0YaR5Wd,1,0.785927,0.687975,-6.185,0.031032,119.996,0.04288,8,0.061625,1,4,0.339604,So Much to Give (L D R U Remix) [feat. Jordan Rakei],0
zyzz,3q5BGkj3ZowvpNRn47g8ZJ,"['Katerina', 'Johnson']",G I R L,215066,FALSE,38KloDVtS6kT7BSU00ZHnn,2,0.647698,0.676108,-7.098,0.079499,126.03,0.398598,8,0.088806,1,4,0.550141,zyzz,0
Dance Floor Killer - Original Mix,6q6MFyeVpdp1Pr4x5JyilA,"['Dirty Palm', 'Treyy G']",Dance Floor Killer,195000,FALSE,4cZvsAtZm91PBC0tXlDrP0,2,0.783822,0.638152,-10.589,0.406216,127.957,0.020196,1,0.057444,1,4,0.608765,Dance Floor Killer,0
I'm Not The Only One,1W3AIFwnsDJBXtktxILhC0,"['Sam Smith', 'A$AP Rocky']",I'm Not The Only One,222329,FALSE,2wY79sveU1sp5g7SokKOiI,2,0.716748,0.498574,-7.123,0.047795,81.995,0.498592,5,0.070956,1,4,0.550534,I'm Not The Only One,0
Swish,56plJtXaekLOQGxSaGQxwK,"['Stor', 'Linda Pira', 'Gee Dixon', 'Bamma B']",Swish,237680,FALSE,4XLISC9SzRTcR34fosyMtw,4,0.65097,0.748762,-7.186,0.290629,75.122,0.051589,11,0.287475,0,4,0.631469,Swish,0
C#NT - Original Edit,1zrRb6GmiurJa1lcqTzDsc,"['Zany', 'Crypsis']",C#NT,146879,FALSE,5lHeHJPYUJdDBXIApseBwO,2,0.291187,0.973215,-3.663,0.228959,149.016,0.487168,10,0.337973,1,4,0.299639,C#NT - Original Edit,0
Hide Myself,3ZlxJzXV4Sday9KGTKZxks,['Michael W. Smith'],Sovereign,262760,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.584839,0.640931,-6.536,0.032231,113.411,0.001946,10,0.240873,1,5,0.38151,Hide Myself,0
Letâ€™s Go,4dKJg62KQiEc17sFjHhgVr,"['Ti\xc3\xabsto', 'Icona Pop']",A Town Called Paradise,202400,FALSE,2o5jDhtHVPhrJdv3cEQ99Z,2,0.678251,0.931417,-3.104,0.056471,128.961,0.017073,0,0.319882,1,4,0.508553,Letâ€™s Go,0
U R So Fucked,6tp4geEvAVuQ5cpNFlCJgw,['Infected Mushroom'],"Dim Mak Greatest Hits of 2012, Vol. 2",281142,TRUE,6S2tas4z6DyIklBajDqJxI,1,0.451498,0.779811,-5.508,0.341856,70.27,0.121741,2,0.1066,1,4,0.263701,U R So Fucked,0
Ain't That Easy,2yx7XX9v7M6yhm2fBG7K3E,"[""D'Angelo""]",Black Messiah,289346,FALSE,336vr2M3Va0FjyvB55lJEd,1,0.544623,0.644133,-8.111,0.4152,176.176,0.136989,6,0.185026,1,4,0.599327,Ain't That Easy,0
Polishatet,0W06DxMqLzsanTXGFxG4G2,['Dani M'],Min Grind,225746,FALSE,5ILMkt5lW4KAyTXMNYWaGF,1,0.634811,0.77448,-5.072,0.271062,185.945,0.019938,8,0.727388,1,4,0.42985,Polishatet,0
Remember You,4WmS1ZuledEAlrpJv1E22s,"['G-Eazy', 'Black Bear']",These Things Happen,215880,TRUE,02kJSzxNuaWGqwubyUba0Z,2,0.676705,0.562198,-8.788,0.199115,140.085,0.37964,4,0.155724,0,4,0.19645,Remember You,0
Reindeer(s) Remix - Outtake,3Q3qpT9SDCQbSIAGj55BF7,['Robert Lopez'],Frost (Svenskt Original Soundtrack/ Deluxe Edition),146426,FALSE,3zUCHzvbTmCOZoY750yHPB,1,0.756276,0.380142,-9.392,0.039665,113.938,0.86249,7,0.265813,1,4,0.34918,Reindeer(s) Remix (Outtake),0
Ragga Bomb (feat. Ragga Twins) - Skrillex & Zomboy Remix,2vtwoWBK8wOq9o3grruoJw,"['Skrillex', 'Ragga Twins']",Ease My Mind v Ragga Bomb Remixes,230395,FALSE,5he5w2lnU9x7JFhnwcekXX,2,0.49418,0.972264,-2.433,0.274662,100.011,0.037949,0,0.152075,1,4,0.339427,Ragga Bomb (feat. Ragga Twins) [Skrillex & Zomboy Remix],0
The Gameplan 2015 (feat. FreddyG),1kCPEJW2fIBnDgaxkRGAyc,"['Simena', 'Freddy G']",The Gameplan 2015 (feat. FreddyG),197538,FALSE,699DnMxYNK5CDgFPpoPNKj,2,0.616576,0.802632,-4.806,0.120906,129.818,0.03137,1,0.310608,0,4,0.269332,The Gameplan 2015 (feat. FreddyG),0
These Things Happen,4jGqZyJhgM89rnIzCV2qZz,['G-Eazy'],These Things Happen,144173,TRUE,02kJSzxNuaWGqwubyUba0Z,1,0.441811,0.683959,-9.11,0.483049,84.049,0.06372,7,0.072299,1,4,0.38573,These Things Happen,0
I Am A River,1jH0OiLvqyyhUOEUu61XPI,['Foo Fighters'],Sonic Highways,428520,FALSE,7jy3rLJdDQY21OgRLCZ9sD,1,0.200825,0.623852,-5.59,0.032842,165.937,0.001961,4,0.22813,1,4,0.129091,I Am A River,0
La Hrek El Deni (feat. La Hrek El Deni),6h8EgoAUsNBG1gjLcdIMYr,"['Zaki Shrif', 'La Hrek El Deni']",Sahra W Dabke,243487,FALSE,6vR4znOzSB27dPoCFerTWS,2,0.666335,0.730229,-7.609,0.047243,104.048,0.302866,7,0.413259,0,4,0.603088,La Hrek El Deni (feat. La Hrek El Deni),0
Innan du gÃ¥r,6p4TLG8xhNnNe30huPAqS4,['Min Stora Sorg'],"Mvh Anso, M$$",251404,FALSE,53mirS5AzwzEw9MsquLXFo,1,0.778866,0.554732,-8.425,0.042707,109.986,0.479017,10,0.082833,1,4,0.828246,Innan du gÃ¥r,0
Sweat,2YP9QAFvoFQ9vn9DopfQOW,['RY X'],Sweat,237290,FALSE,2KjAo6wVc9d2WcxdxSArpV,1,0.392421,0.102323,-16.28,0.041227,86.442,0.914673,3,0.163994,0,4,0.073833,Sweat,0
Angels x Demons - Radio Edit,00fyh6rdq1MskrFcae4efz,['Julian Jordan'],Angels x Demons,215014,FALSE,2vUCVkeZjzDcaoX4gagHdV,1,0.690318,0.845304,-3.585,0.044971,127.995,0.05537,9,0.177441,0,4,0.518927,Angels x Demons - Radio Edit,0
Type Of Sh*t I Hate (feat. YG & Fabolous),7tMOSPhX5iZIj9RaGuuSnl,"['Ty Dolla $ign', 'Fabolous', 'YG']",Ty $,215866,TRUE,7c0XG5cIJTrrAgEC3ULPiq,3,0.750117,0.620979,-7.201,0.069534,99.507,0.055217,1,0.193522,1,4,0.142911,Type Of Sh*t I Hate (feat. YG & Fabolous),0
Family - P Money,77m6ySUV5ZpOdaIsygDYMZ,['Ed Sheeran'],5,254906,FALSE,6eUKZXaKkcviH0Ku9w2n3V,1,0.475885,0.704269,-5.411,0.277797,140.396,0.514509,9,0.093974,0,4,0.299973,Family (+ P Money),0
"PrÃ©ludes, Op. 28: No. 1 in C Major",5M0CpxiOKbdpFmxn44M40P,"['Fr\xc3\xa9d\xc3\xa9ric Chopin', 'Nikita Magaloff']",Chopin - Classical Masterpieces,42000,FALSE,7y97mc3bZRFXzT2szRM4L4,2,0.22465,0.195357,-21.727,0.03848,70.07,0.988366,7,0.10701,1,4,0.195586,"PrÃ©ludes, Op. 28: No. 1 in C Major",0
U-Huh,26KWkFYjdyMnhps3sXateH,['Tkay Maidza'],Switch Tape,206784,FALSE,1kMPdZQVdUhMDKDWOJM5iK,1,0.60603,0.974733,-4.199,0.057021,94.01,0.021566,11,0.766184,1,4,0.501487,U-Huh,0
Heaven Come Down,6q9uAjvwZanBBpUK6iQZz6,['Michael W. Smith'],Sovereign,230400,FALSE,5aBxFPaaGk9204ssHUvXWN,1,0.588315,0.896061,-4.454,0.050854,128.034,0.011752,5,0.521655,1,4,0.486772,Heaven Come Down,0
Taste the Money (Testimony),7eLjqFyvckSm3iIiVSmveP,['P-Square'],Taste the Money (Testimony),260000,FALSE,42IUN9kTPdUdI1kre6L7Wk,1,0.838288,0.811628,-3.397,0.066632,120.085,0.505671,11,0.064594,1,4,0.957937,Taste the Money (Testimony),0
Backdoor Man,10UfC4Hf6AlX0B7nfKgr0Q,['Scott H. Biram'],Nothin' But Blood,223400,FALSE,6wpI4AEN6UO7ksNN23RGEf,1,0.616907,0.346627,-9.308,0.053322,86.847,0.962601,11,0.118282,1,4,0.573634,Backdoor Man,0
When It Comes To You,5hICNgoZHgkAl7l8yY0gXC,"['Adam F & Cory Enemy', 'Margot', 'Dizzee Rascal']",When It Comes To You,210004,FALSE,400sJRIZDPQjaMDW1pXaDc,3,0.735065,0.957266,-3.103,0.10391,128.039,0.087778,10,0.0746,0,4,0.823217,When It Comes To You,0
March Of The Poozers,5G7HQLrK9nCt1butvcqQAw,['Devin Townsend Project'],ZÂ_,384546,FALSE,54Xuca1P5nDqfKYZGDfHxl,1,0.443657,0.941196,-5.131,0.062248,170.578,0.001371,11,0.816642,1,4,0.497765,March Of The Poozers,0
Heartbeat Loud - Extended Version,2EqVkvGSpRHGO9s2jRphYG,"['Andy C', 'Fiora']",Heartbeat Loud (Remixes),225253,FALSE,75HK7rgkmDMTnWwwmcN53N,2,0.419022,0.959291,-1.379,0.039538,174.027,0.002383,0,0.08612,0,4,0.344646,Heartbeat Loud (Extended Version),0
Payback,2Lv7vYpPx68ttqspWdMnvw,"['Dimitri Vangelis & Wyman', 'Steve Angello']",Payback,349506,FALSE,10hGPIDZi33LRaYRIq3Bh4,2,0.602967,0.860927,-6.445,0.07189,128.023,0.07395,7,0.263009,0,4,0.412959,Payback,0
Jag har varit i alla stÃ_der (Live),07mNy0cXW4SVugPPBHXP6U,['H\xc3\xa5kan Hellstr\xc3\xb6m'],HÃ¥kan Boma Ye! (Live),378013,FALSE,3H7Ez7cwaYw4L3ELy4v3Lc,1,0.208203,0.636538,-8.016,0.034149,88.934,0.159573,4,0.364329,1,4,0.229169,Jag har varit i alla stÃ_der (Live),0
GDFR (feat. Sage The Gemini & Lookas),6N9ZOtguCnnrvwH7zD82WJ,"['Flo Rida', 'Lookas', 'Sage The Gemini']",GDFR (feat. Sage The Gemini & Lookas),190185,FALSE,0jnsk9HBra6NMjO2oANoPY,3,0.657796,0.826859,-4.047,0.068461,145.909,0.000632,5,0.059416,1,4,0.680864,GDFR,0
Alive - Radio Edit,7CgdCjIpdoHEm5JazV4Fjz,"['D-Block & S-Te-Fan', 'Isaac', 'Chris Madin']",Alive,208400,FALSE,6L7a6wPGpvLtTwOsMLnF1z,3,0.502477,0.858909,-4.325,0.026459,149.922,0.296211,8,0.096629,0,4,0.486326,Alive (Radio Edit) [feat. Chris Madin],0
Flashback,7JnDBMxuCRxWZoXHkFLWMi,['Dani M'],Min Grind,181960,FALSE,5ILMkt5lW4KAyTXMNYWaGF,1,0.672993,0.893059,-5.82,0.291369,149.91,0.256449,5,0.303421,0,4,0.736578,Flashback,0
Am I That Hard to Love,6DD0WaICNynWpuWykBnuWA,['Jaquline Ronneklew'],F!,174000,FALSE,1mDQs9Mv3bVIJJyx2XCawe,1,0.564627,0.337889,-10.27,0.036414,114.588,0.809889,1,0.103328,0,4,0.2883,Am I That Hard to Love,0
Altes Kamuffel - Vitalic Remix,56cMq0WsVJwCWBdNtb5Mmo,"['Vitalic', 'Paul Kalkbrenner']",X,281840,FALSE,4M84umUNRbZy1mJleyyRM9,2,0.724345,0.504387,-9.461,0.064345,124.014,0.09625,1,0.136288,1,4,0.038591,Altes Kamuffel,0
Lost You,6Rjk8HQZz8l4zH7fr0o7AE,"['Zeds Dead', 'Twin Shadow', ""D' Angelo Lacy""]",Lost You,218312,FALSE,67qogtRNI0GjUr8PlaG6Zh,3,0.740161,0.875374,-4.79,0.037618,126.038,0.077795,11,0.3573,0,4,0.549103,Lost You,0
Prayer in C,3JudLD2btgYCaFFZAeQVMO,"['Lula Wall', 'Raffa Shmit']",Prayer in C,189299,FALSE,2Br1pMNAuP4LGlpOt4aiua,2,0.780088,0.597584,-7.077,0.031522,123.014,0.041033,9,0.472894,0,4,0.743303,Prayer in C,0
Love Yourz,4gkl7QbQvBd3TM9PhlWFkI,['J. Cole'],2014 Forest Hills Drive,211680,TRUE,6l3HvQ5sa6mXTsMTB19rO5,1,0.50189,0.623072,-8.812,0.44113,75.555,0.60911,8,0.119258,1,1,0.415723,Love Yourz,0
Take Ãœ There (feat. Kiesza) - Zeds Dead Remix,0tdmvtJZdqkZNgt7rec50j,"['Jack \xc3\x9c', 'Skrillex', 'Diplo', 'Kiesza']",Take Ãœ There (feat. Kiesza) [Remixes],247894,FALSE,1HxJeLhIuegM3KgvPn8sTa,4,0.366387,0.751304,-3.845,0.040998,152.189,0.240976,4,0.645584,0,4,0.107473,Take Ãœ There (feat. Kiesza) [Zeds Dead Remix],0
From Sleep Awake,1mtlw7VDOe0KeobPQVmRcy,['Devin Townsend Project'],ZÂ_,180066,FALSE,54Xuca1P5nDqfKYZGDfHxl,1,0.359868,0.924187,-4.896,0.073671,126.706,0.002282,3,0.329292,0,4,0.352326,From Sleep Awake,0
Maps,0DKT3yIip1M0W0J1HYS1ru,['Maroon 5'],V (Deluxe),189973,FALSE,04gDigrS5kc9YWfZHwBETP,1,0.736411,0.704337,-5.896,0.029685,120.019,0.018983,1,0.083991,0,4,0.846494,Maps,0
On My Own,1PVjqvOBpWn5Z5iI2oxc3K,"['Epidemic Sound', 'Ms. K']",On My Own,189375,FALSE,1V9ATttwgV5rW765gKwzO8,2,0.67797,0.555853,-6.494,0.036323,128.048,0.404382,11,0.090738,0,4,0.343655,On My Own,0
Super Freak,4eRSsRwHczPpPqAzYnxy5E,"[""80's Pop Band""]",Most Famous - 1980's,209306,FALSE,7oLhAu3ec1C2uoUedZ96P6,1,0.895347,0.627018,-6.73,0.037925,132.977,0.011439,7,0.045776,1,4,0.965825,Super Freak,0
Collard Greens,311fWdp7RrvN4Fuz7sv6Ea,"['Schoolboy Q', 'Kendrick Lamar']",Oxymoron (Deluxe),299960,TRUE,5IcR3N7QB1j6KBL8eImZ8m,2,0.828015,0.569102,-4.85,0.062247,153.989,0.027925,11,0.143429,1,4,0.67985,Collard Greens,0
K I X S - Radio Edit,3BXVgl3pQKMk82oxsJcnHV,['Moguai'],K I X S,197812,FALSE,4xgFgBZ7CRtgtHcziClOwQ,1,0.585198,0.798303,-4.298,0.073317,128.063,0.004113,4,0.160573,0,4,0.171712,K I X S - Radio Edit,0
Fire,5km3PaR3G3izli7sjjjaso,['Tiffany K'],F!,226906,FALSE,7GygNNmOrzfxYA6FUzStyR,1,0.845005,0.519366,-7.475,0.220684,79.998,0.092078,8,0.098956,0,4,0.515299,Fire,0
Tumblr Girls,4Fv6wNYUixnYkj3Dgfrls8,"['G-Eazy', 'Christoph Andersson']",These Things Happen,255680,TRUE,02kJSzxNuaWGqwubyUba0Z,2,0.493174,0.399494,-9.665,0.245579,121.926,0.10054,1,0.108939,1,4,0.272013,Tumblr Girls,0
Lady In A Glass Dress (Interlude),5v1zJ7vqjZe24jfH5bYY3i,['Chris Brown'],X (Deluxe Version),77573,FALSE,7bXgB6jMjp9ATFy66eO08Z,1,0.286527,0.396082,-6.249,0.037612,71.714,0.863553,9,0.111398,1,3,0.201823,Lady In A Glass Dress (Interlude),0
All In,1heLMwaoAWt1jBv1hIYp10,"['Dani M', 'Allyawan']",All In/ Aldrig igen,216613,FALSE,5ILMkt5lW4KAyTXMNYWaGF,2,0.541452,0.829446,-5.369,0.356689,84.357,0.441576,1,0.135872,0,4,0.781402,All In,0
Green Mile,0FclB23LoCgzu0jm9VOPuq,['SZA'],Z,214385,TRUE,7tYKF4w9nC0nq9CsPZTHyP,1,0.36703,0.628868,-7.719,0.167683,149.577,0.616152,9,0.12828,0,4,0.133849,Green Mile,0
All I Need Is Your Love - D!rty Aud!o Remix,2tWRm3rF4hoTb5ToLwr4bI,"['Deorro', 'Adrian Delgado']",All I Need Is Your Love (Remixes),231973,FALSE,6VD4UEUPvtsemqD3mmTqCR,2,0.690444,0.86741,-4.016,0.161947,140.021,0.020402,5,0.033642,0,4,0.241486,All I Need Is Your Love - D!RTY AUD!O Remix,0
U,47wRhI5SQeEq6YXawou58W,['Majid Jordan'],A Place Like This,308178,FALSE,4HzKw8XcD0piJmDrrPRCYk,1,0.485387,0.47805,-10.617,0.092996,74.95,0.151855,4,0.101356,0,4,0.061098,U,0
His & Her Fiend,01z2TpVPdC1yOTJaTzd3ib,"['Schoolboy Q', 'SZA']",Oxymoron (Deluxe),175333,TRUE,5IcR3N7QB1j6KBL8eImZ8m,2,0.680109,0.552533,-9.914,0.084153,125.691,0.022159,1,0.143979,1,4,0.185836,His & Her Fiend,0
Prayer in C - Smithee Edit,2yUNJnSgmwaouVDB3ABYl9,['Willy C'],Prayer in C,242513,FALSE,3zLzFBI0Q3tR8ivpVxv3Yu,1,0.64752,0.990221,-3.678,0.035503,143.984,0.084491,9,0.693926,0,4,0.427055,Prayer in C (Smithee Remix Edit),0
Ultra,5WouyjygEHLovnGhqNblhb,['Adam L. Kid'],Ultra,278492,FALSE,1iplPnyLRyqUO59CmJCZWX,1,0.788171,0.928483,-7.886,0.063395,131.041,0.260695,11,0.120149,0,4,0.318851,Ultra,0
Full,0af7ZwcQq2vvFL0Hq9qS4D,['JJ'],V,244359,FALSE,1bAdBYcsDdsbqmWbAE7qKR,1,0.22359,0.400456,-11.985,0.031874,104.763,0.90705,0,0.179589,1,4,0.265238,Full,0
Church Point Girls,7hfuJWP2mmBjLhVrpSoja2,['Scott H. Biram'],Nothin' But Blood,188640,FALSE,6wpI4AEN6UO7ksNN23RGEf,1,0.286485,0.812367,-8.69,0.162918,186.378,0.940293,9,0.141944,0,4,0.367138,Church Point Girls,0
The Last In Line,7cuIQgdm380dPia0PyQAc8,['Tenacious D'],Ronnie James Dio - This Is Your Life,223773,FALSE,1XpDYCrUJnvCo9Ez6yeMWh,1,0.507778,0.943744,-4.433,0.1217,169.869,0.005738,4,0.06234,0,4,0.379723,The Last In Line,0
Childs Play (feat. Chance the Rapper),7GPstnufSTScEaw9dMxO9H,"['SZA', 'Chance The Rapper']",Z,216234,FALSE,7tYKF4w9nC0nq9CsPZTHyP,2,0.761027,0.338402,-9.098,0.039263,100.004,0.779408,1,0.109685,0,4,0.242439,Childs Play (feat. Chance the Rapper),0
Runaway (U & I) - Kaskade Remix,5EYmoAWIbrnrSMMkfHpJ2t,['Galantis'],Runaway (U & I) [Kaskade Remix],315338,FALSE,4sTQVOfp9vEMCemLw50sbu,1,0.625397,0.860956,-3.507,0.056947,125.963,0.000939,10,0.270632,0,4,0.443019,Runaway (U & I) - Kaskade Remix,0
"Clear Eyes, Full Heart (Can't Lose)",6X8OPQ3cjxlacF535CSOs1,['T. Powell'],"Clear Eyes, Full Heart (Can't Lose)",176536,FALSE,1t4m0kYFjPEVUNGevGQVTn,1,0.634445,0.877245,-3.684,0.17521,74.99,0.598396,1,0.273335,0,4,0.580669,"Clear Eyes, Full Heart (Can't Lose)",0
HÃ_rute,7Mo9OQBzE5Hl0CEsRmZ0Yz,"['Stress', 'Kakka', '24K', 'N', 'Crippa']",Playlist 2,245800,FALSE,2vJo3bWY09MoK1QrRZD1wf,5,0.526295,0.680485,-8.195,0.40178,76.066,0.169294,7,0.08068,0,4,0.440756,HÃ_rute,0
Another Life,2f9mmR37OEceYERbXml0Nj,"[""D'Angelo""]",Black Messiah,358626,FALSE,336vr2M3Va0FjyvB55lJEd,1,0.572107,0.61026,-7.994,0.044819,71.254,0.127075,9,0.095301,1,4,0.369152,Another Life,0
Tagga Ner,0QMiOuzwXodfmDGAxqrBBH,"['Cleo', 'Kristin Amparo', 'Broke n Tipsy', 'Dirty Jens']",Vem E Han,230142,FALSE,1SwDFc5jX708XR3XtzLrRs,4,0.653439,0.807266,-6.078,0.327379,92.643,0.008418,10,0.066602,0,4,0.463379,Tagga Ner,0
Testimony - Bonus,51u5az7hmCcpnVZbSIhmPV,['P-Square'],Double Trouble,259998,FALSE,42IUN9kTPdUdI1kre6L7Wk,1,0.832122,0.74786,-3.649,0.107355,120.064,0.229548,11,0.082913,1,4,0.838558,Testimony,0
The Days - Henrik B Remix,77n1OPfD0HSj8jlfM7REQS,['Avicii'],The Days / Nights,236945,FALSE,1vCWHaC5f2uS3yhpwWbIA6,1,0.58569,0.820419,-5.212,0.044943,126.968,0.016546,9,0.09592,0,4,0.534775,The Days - Henrik B Remix,0
What I've Waited for (feat. D. Brown),6CmoMGWcT6ZaaJFy1agSVG,"['Vicetone', 'D. Brown']",Monstercat 020 - Altitude,221901,FALSE,0daugAjUgbJSqdlyYNwIbT,2,0.533131,0.779921,-3.299,0.048726,127.95,0.01435,2,0.303257,1,4,0.373424,What I've Waited for (feat. D. Brown),0
Terrain,6QthmDpc98WKcgEpA6uOaA,"['La Fouine', 'H Magnum']",Cdc4,263533,TRUE,6QS84S3i4gwdEKqWoTtDLd,2,0.675405,0.682194,-4.807,0.320294,77.019,0.320136,4,0.326033,0,4,0.377149,Terrain,0
Hot - Original Mix,7fypqkbkNbXsbRt6YQ9YMA,"['S-Man', 'S-Man & Sabb', 'Sabb']",Present Wall 2 Wall - Hot,410322,FALSE,3FcrDo2TeEXNjKyafHeQR1,3,0.790767,0.861624,-8.209,0.040921,123.988,0.00036,0,0.060459,1,4,0.242343,Hot - Original Mix,0
When I Need You,5KfKGXNT27OgOHtwPdOt37,['JJ'],V,271560,FALSE,1bAdBYcsDdsbqmWbAE7qKR,1,0.456494,0.433461,-12.337,0.048672,100.015,0.33173,7,0.270204,1,4,0.108812,When I Need You,0
The C**t Song (Rock Version),05N3QoLIGuOgtU32Kq0vsC,['Logan Hugueny-Clark'],The C**t Song (Rock Version),114365,TRUE,21rSeb3ASaDq3EyeJ3Qbol,1,0.916063,0.491589,-14.473,0.24213,130.007,0.001972,9,0.077201,1,4,0.10403,The C**t Song (Rock Version),0
Bhebbak W Shta2tellak Nar,3FSqIiuCH24aX8Xm9MJGOo,['Ragheb Alama'],Habib Dehkaty,195395,FALSE,6uOgBVYHvqTGAQ5iVHDVT7,1,0.40025,0.824078,-6,0.295193,183.751,0.479352,0,0.113581,0,4,0.36796,Bhebbak W Shta2tellak Nar,0
I Never Learn,0H9k5RFDiHzL0WTPBk7Xz8,['Lykke Li'],I Never Learn,186093,FALSE,6oBm8HB0yfrIc9IHbxs6in,1,0.378307,0.431321,-6.834,0.037448,119.945,0.221289,11,0.233317,0,4,0.14313,I Never Learn,0
Collabo,0B1X6jlzNv6rUWmdDBOG9S,"['P-Square', 'Don Jazzy']",Double Trouble,223500,FALSE,42IUN9kTPdUdI1kre6L7Wk,2,0.572573,0.90428,-4.747,0.064456,194.823,0.317795,11,0.095372,1,3,0.915771,Collabo,0
Ta det lugnt,7eTJyeAoneFtqp79IyzYZk,"['Ken Ring', 'Keya', 'Kaliffa']",Det boÌˆrjade foÌˆr laÌˆngesen,187933,FALSE,2yMJGKSRgxIniMnq30FAzX,3,0.699596,0.495684,-11.768,0.320892,95.372,0.067717,7,0.109842,1,4,0.311311,Ta det lugnt,0
Sex Love Rock N Roll (SLR) - Feat. Tpain (Basshunter Remix),56iM0AKkqiaI1PWd05Wh1e,['Arash'],Sex Love Rock N Roll (SLR) - Remixes,230000,FALSE,7hQmAXAzWI6D350VTgkKTG,1,0.654848,0.725474,-5.131,0.03193,131.927,0.019911,11,0.045234,1,4,0.727248,Sex Love Rock N Roll (SLR) - (Basshunter Remix),0
Rise With Me,102CoQT8NCEckBZcuQOer9,['Sarah Dawn Finer'],F!,248386,FALSE,4TuGR5xkIry198WmY7hax2,1,0.446036,0.381405,-9.56,0.032855,77.252,0.816677,1,0.096354,1,4,0.270837,Rise With Me,0
Bengen spanar,50ehr3JEw2C5u8pCyT4Epd,"['Ken Ring', 'Medina', 'Allyawan', 'Kaliffa']",Det boÌˆrjade foÌˆr laÌˆngesen,247506,FALSE,2yMJGKSRgxIniMnq30FAzX,4,0.839381,0.462815,-7.57,0.347866,89.983,0.171249,1,0.098224,1,4,0.454386,Bengen spanar,0
Cut Her Off,6AwhEQqt6vhnJBc2jBYvWI,"['K CAMP', '2 Chainz']",Cut Her Off,243693,TRUE,5bgfj5zUoWpyeVatGDjn6H,2,0.770397,0.531531,-5.999,0.044106,144.041,0.097861,1,0.252643,1,4,0.09071,Cut Her Off,0
L-O-V-E (LOVE),12IxwxaJs36W17mzbniOrk,['Al Green'],Greatest Hits: The Best of Al Green,189333,FALSE,3dkbV4qihUeMsqN4vBGg93,1,0.683242,0.46161,-10.413,0.028196,109.409,0.012212,5,0.112675,1,4,0.679358,L-O-V-E (Love),0
Sugah Daddy,53l4LGUeZKCDZI1u25kQDN,"[""D'Angelo""]",Black Messiah,302840,FALSE,336vr2M3Va0FjyvB55lJEd,1,0.785731,0.546508,-11.416,0.261622,92.603,0.039659,1,0.037778,1,4,0.68048,Sugah Daddy,0
Maybe I Should Call,6gR1JkRUcnuEl2dG7aRzpP,['K. Michelle'],Anybody Wanna Buy A Heart?,208973,FALSE,2retT7MFwHDVTeGKDdybEx,1,0.482574,0.465444,-7.753,0.058295,75.809,0.224476,10,0.056796,0,1,0.424712,Maybe I Should Call,0
One of Us - Radio Edit,5MsuIpW81d3rUYSj7eHlim,"['Bastian K.', 'Gustavo Trebien']",One of Us (feat. Gustavo Trebien),227950,FALSE,2qALYlzhx23i3VUePPkJTo,2,0.779486,0.692928,-6.352,0.036085,115.003,0.002051,6,0.095771,1,4,0.511903,One of Us - Radio Edit,0
Shattered Ring,3fdqtnqZ7Zax6CIeQWZWN6,['SZA'],Z,245806,FALSE,7tYKF4w9nC0nq9CsPZTHyP,1,0.368204,0.470163,-9.268,0.030489,159.952,0.054485,4,0.147195,0,4,0.083323,Shattered Ring,0
